Date,Location,City,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,AQI
03-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,5.57,17.29,51.71,57.63,165.8
03-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,2.7,10.21,44.79,35.95,146.2
03-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,2.46,17.97,40.63,53.58,154.4
03-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,4.69,20.44,41.31,28.39,134.4
03-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,4.08,11.13,26.95,26.34,118.5
03-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,12.41,38.0,79.65,61.73,226.4
03-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,9.37,21.24,78.84,39.94,212.0
03-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,9.75,10.34,58.33,42.94,205.4
03-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,8.73,22.34,56.39,56.8,180.0
03-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,8.43,22.62,61.87,44.55,190.4
03-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,4.52,18.75,79.96,17.39,153.0
03-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,7.85,19.3,66.62,39.93,142.5
03-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,6.38,21.28,53.05,46.07,155.7
03-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,8.51,15.65,50.59,43.73,167.3
03-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,4.74,25.42,29.68,15.66,137.5
03-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,8.0,19.47,69.12,70.12,203.0
03-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,8.98,21.04,78.23,44.52,199.5
03-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,10.71,27.34,70.2,79.0,237.6
03-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,11.28,25.63,78.55,54.49,211.0
03-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,6.1,26.17,82.35,61.42,200.0
03-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,7.37,33.72,76.06,32.87,217.2
03-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,9.42,24.82,106.18,68.01,245.2
03-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,0.17,17.02,81.38,40.28,169.8
03-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,7.76,24.14,68.85,65.77,195.5
04-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,6.79,27.25,54.48,51.87,182.0
04-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,6.31,23.04,57.79,59.9,200.2
04-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,7.93,29.86,47.2,31.5,137.8
04-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,8.4,26.93,55.15,52.39,186.1
04-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,6.31,16.43,67.54,36.92,146.5
04-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,5.28,22.3,57.53,38.87,174.2
04-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,5.46,21.36,40.44,65.13,156.9
04-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,10.11,28.25,84.78,44.7,209.8
04-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,10.7,31.31,99.61,83.77,264.1
04-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,7.78,24.38,66.11,60.3,185.3
04-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,7.08,24.41,53.91,44.23,159.1
04-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,6.96,21.72,66.81,43.76,164.5
04-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,6.57,30.71,70.73,52.21,196.9
04-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,5.21,18.88,33.84,40.11,155.0
04-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,7.79,15.02,31.1,42.84,150.1
04-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,9.2,16.78,34.19,51.1,171.5
04-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,8.51,16.93,50.21,57.0,174.9
04-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,7.21,21.91,77.95,27.88,208.3
04-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,9.47,33.95,93.33,60.82,240.7
04-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,6.95,34.97,98.27,74.42,249.8
04-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,7.71,20.19,73.13,64.47,182.9
04-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,9.49,24.04,83.3,65.09,221.0
04-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,10.09,22.81,59.24,40.79,197.8
04-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,6.16,19.81,87.43,53.34,182.4
05-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,6.83,25.69,58.23,58.88,184.2
05-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,9.96,22.41,62.23,73.06,202.1
05-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,5.98,8.68,49.15,31.08,87.4
05-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,3.18,12.22,47.41,23.69,137.9
05-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,8.34,28.2,78.52,26.46,156.5
05-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,8.35,30.29,51.32,50.38,189.5
05-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,6.67,22.51,66.6,36.2,161.4
05-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,11.09,25.38,74.03,39.34,209.4
05-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,10.58,26.53,27.26,42.0,211.9
05-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,13.13,27.78,114.74,53.84,249.8
05-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,7.02,22.8,49.69,42.15,187.5
05-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,10.28,30.45,65.55,58.87,194.9
05-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,7.42,21.0,53.47,43.02,175.9
05-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,3.33,14.5,10.56,0.0,105.0
05-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,5.19,9.68,40.53,26.9,127.6
05-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,1.22,22.28,97.51,35.17,171.9
05-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,8.98,15.27,78.33,37.0,163.9
05-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,6.32,10.91,56.84,34.75,160.5
05-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,7.66,26.77,58.71,49.63,212.6
05-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,9.37,25.36,70.76,36.25,236.0
05-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,7.8,29.44,76.04,51.69,218.1
05-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,8.58,24.02,76.06,44.23,200.8
05-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,8.41,27.79,91.11,52.92,177.9
05-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,4.99,23.68,86.57,55.45,185.3
06-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,6.61,29.96,50.7,43.16,200.7
06-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,5.89,22.89,89.04,49.06,196.0
06-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,8.04,31.15,65.76,31.95,172.2
06-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,9.22,13.86,38.97,44.12,151.4
06-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,5.08,18.48,56.09,25.53,120.4
06-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,5.09,16.56,77.7,62.96,184.9
06-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,2.98,13.51,43.69,41.44,139.7
06-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,4.43,20.82,55.26,34.1,179.6
06-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,6.12,22.87,49.22,28.03,188.1
06-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,9.65,30.84,88.27,63.66,239.8
06-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,9.56,13.63,80.84,44.74,185.4
06-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,6.98,21.9,80.72,45.08,176.9
06-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,9.56,15.72,24.54,32.84,159.6
06-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,5.36,14.05,45.84,31.94,138.7
06-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,6.54,15.16,57.67,18.46,130.9
06-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,7.43,20.71,48.27,51.96,187.6
06-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,10.6,22.29,55.74,43.65,188.8
06-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,1.93,19.53,49.4,22.29,155.2
06-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,10.36,21.58,92.64,56.36,244.1
06-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,6.44,27.44,78.37,50.44,214.1
06-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,10.27,20.48,89.58,57.56,237.4
06-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,7.72,30.98,100.34,69.5,262.3
06-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,4.99,22.68,41.0,51.08,144.2
06-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,6.57,14.57,44.44,56.47,144.6
07-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,9.87,23.5,82.98,53.6,196.5
07-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,6.69,26.91,54.32,44.45,205.3
07-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,3.63,15.22,43.11,62.16,142.8
07-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,3.89,13.13,55.81,40.16,125.3
07-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,4.62,22.19,36.91,30.17,160.6
07-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,9.47,17.17,100.48,57.86,208.4
07-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,4.71,23.98,73.94,22.5,147.2
07-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,7.97,19.08,70.22,43.89,215.5
07-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,10.23,36.89,118.11,64.84,238.3
07-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,9.41,25.54,89.52,69.32,208.6
07-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,4.71,17.3,83.26,50.57,195.7
07-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,1.78,20.07,73.33,50.91,167.6
07-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,6.35,16.08,51.42,47.59,167.0
07-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,10.22,23.65,58.66,27.2,157.3
07-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,4.76,19.96,19.17,30.61,110.2
07-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,7.95,28.55,86.04,52.0,209.6
07-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,10.54,30.56,69.76,68.96,226.7
07-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,6.38,7.89,63.5,46.77,177.1
07-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,11.21,33.47,98.43,57.24,252.4
07-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,12.38,30.42,77.6,57.33,223.0
07-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,10.35,24.7,76.56,58.68,229.4
07-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,10.06,27.0,75.48,61.78,222.0
07-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,3.86,31.82,52.57,24.72,153.4
07-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,6.42,24.1,47.28,51.24,186.7
08-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,10.61,26.1,48.78,21.58,175.7
08-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,4.84,15.46,55.47,40.36,167.6
08-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,10.29,14.35,81.53,44.58,137.2
08-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,6.11,14.68,38.21,30.95,148.6
08-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,5.49,20.36,62.17,39.06,157.4
08-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,7.38,11.96,52.57,23.01,169.2
08-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,9.28,16.94,60.39,46.09,166.0
08-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,9.28,29.0,87.03,56.91,232.4
08-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,9.67,26.06,75.77,53.44,206.3
08-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,6.96,20.93,74.59,61.18,226.0
08-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,6.02,21.17,79.72,28.12,157.9
08-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,9.05,33.03,53.59,58.11,204.5
08-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,5.07,23.38,26.91,53.77,181.7
08-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,7.13,23.95,58.04,38.94,123.6
08-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,4.95,11.45,36.07,47.27,115.3
08-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,8.27,21.74,82.62,49.75,183.0
08-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,4.24,23.3,48.77,28.44,134.5
08-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,7.69,23.51,77.06,50.33,207.6
08-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,6.87,31.72,74.28,66.87,234.4
08-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,13.86,21.16,74.63,54.94,232.0
08-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,9.71,21.34,84.94,54.83,213.4
08-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,8.32,24.62,69.36,58.24,220.5
08-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,4.91,16.14,28.71,30.92,120.2
08-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,8.4,24.47,70.19,40.87,188.0
09-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,4.15,24.27,45.55,31.07,151.7
09-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,6.25,28.21,98.06,38.36,196.9
09-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,8.11,16.21,86.2,34.01,161.8
09-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,5.76,15.94,73.94,27.66,162.4
09-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,3.54,7.91,56.92,22.57,130.1
09-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,7.44,17.89,73.79,49.54,170.2
09-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,5.46,16.62,51.36,20.69,140.5
09-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,8.38,18.33,75.67,52.28,194.5
09-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,8.1,19.64,65.7,70.5,205.9
09-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,11.47,26.09,68.07,68.91,231.8
09-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,5.75,24.41,66.8,26.62,172.7
09-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,7.52,22.83,66.43,37.47,192.5
09-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,5.93,22.41,62.41,31.24,157.7
09-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,4.2,17.36,38.71,35.87,137.1
09-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,6.55,8.72,60.88,35.01,166.0
09-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,5.27,21.11,69.99,31.55,148.3
09-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,6.15,16.01,55.13,46.44,179.5
09-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,8.35,22.48,58.3,27.52,171.1
09-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,9.44,22.4,77.59,53.84,220.8
09-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,12.38,25.08,94.81,63.73,253.4
09-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,9.53,13.82,74.93,58.82,242.0
09-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,7.02,19.39,82.53,43.98,208.3
09-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,4.8,14.65,79.76,61.78,183.3
09-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,9.21,23.81,59.59,74.09,237.7
10-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,9.54,28.12,48.99,44.1,180.6
10-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,6.9,20.97,76.0,39.1,213.4
10-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,0.29,23.66,46.05,20.74,98.8
10-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,5.26,18.14,52.91,0.0,114.8
10-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,7.42,14.45,28.67,43.6,180.7
10-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,10.85,28.48,79.72,59.46,209.5
10-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,6.14,16.03,53.9,50.33,186.4
10-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,5.31,19.81,85.8,35.8,178.9
10-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,7.29,24.84,63.71,46.91,213.3
10-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,12.43,27.48,87.71,65.11,266.2
10-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,3.45,15.91,68.94,34.6,147.0
10-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,6.48,28.29,59.95,21.61,180.1
10-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,7.69,17.0,66.97,49.37,192.9
10-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,3.95,18.88,34.57,39.83,121.4
10-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,7.35,13.22,44.3,43.81,173.6
10-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,8.17,27.64,46.21,33.26,182.1
10-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,10.39,25.99,95.13,41.29,201.3
10-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,11.51,23.98,77.46,56.69,194.7
10-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,7.93,18.15,82.32,47.34,204.9
10-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,10.79,34.55,60.14,59.15,195.0
10-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,8.07,32.6,82.01,71.24,240.3
10-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,8.35,28.31,59.89,38.16,178.2
10-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,8.59,14.83,47.6,32.85,163.8
10-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,14.13,22.61,63.77,59.28,188.6
11-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,8.21,20.87,54.23,47.49,163.5
11-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,5.78,16.38,51.67,29.73,158.2
11-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,8.54,19.85,32.27,56.58,160.1
11-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,5.65,15.32,56.49,22.87,135.8
11-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,5.05,12.51,65.54,36.28,147.7
11-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,5.0,27.29,61.16,50.16,199.8
11-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,5.84,24.28,49.77,64.09,165.2
11-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,13.79,28.94,94.36,68.98,259.5
11-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,7.73,23.39,82.78,45.56,202.9
11-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,10.21,27.48,61.16,53.64,238.2
11-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,4.96,15.68,29.19,29.06,131.4
11-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,8.23,24.07,62.39,48.26,170.7
11-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,3.96,18.25,62.41,52.18,188.3
11-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,5.01,15.51,58.29,36.47,122.1
11-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,8.24,19.26,75.68,43.76,158.1
11-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,6.83,18.97,89.65,28.25,162.6
11-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,6.2,12.56,27.3,46.67,138.9
11-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,7.02,21.27,64.13,50.61,169.1
11-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,7.56,30.64,60.78,51.76,230.0
11-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,9.69,25.86,71.16,59.53,234.6
11-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,12.31,27.49,73.91,57.09,199.9
11-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,10.53,25.86,74.44,50.7,235.1
11-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,8.24,17.72,77.11,48.71,194.0
11-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,6.12,11.02,47.37,48.28,126.4
12-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,6.87,12.72,41.28,13.47,140.9
12-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,5.94,23.05,75.91,62.77,188.6
12-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,4.61,22.31,99.64,48.24,176.1
12-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,6.97,17.51,70.61,35.17,149.9
12-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,4.04,9.83,53.55,29.01,162.6
12-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,8.6,19.3,48.05,31.41,133.8
12-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,10.32,18.88,63.58,47.42,199.8
12-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,9.04,30.41,81.76,68.97,240.7
12-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,8.54,24.45,68.85,75.81,238.2
12-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,13.56,25.44,88.61,62.54,283.2
12-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,2.47,14.85,84.05,48.45,169.6
12-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,6.28,19.41,70.17,45.57,178.3
12-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,7.99,15.49,70.93,27.15,156.6
12-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,6.67,11.12,61.37,35.99,119.8
12-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,6.52,14.98,44.65,52.62,169.7
12-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,6.76,14.24,66.99,25.26,164.0
12-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,5.71,19.82,70.72,74.31,207.5
12-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,5.79,18.4,83.19,59.75,166.4
12-03-2025 18:00,Rabindra Sarobar (Kolkata),Kolkata,11.3,26.17,70.15,72.89,240.7
12-03-2025 19:00,Rabindra Sarobar (Kolkata),Kolkata,9.72,27.7,82.22,65.52,238.6
12-03-2025 20:00,Rabindra Sarobar (Kolkata),Kolkata,10.37,23.0,102.63,76.7,262.3
12-03-2025 21:00,Rabindra Sarobar (Kolkata),Kolkata,11.79,30.25,87.07,70.53,275.9
12-03-2025 22:00,Rabindra Sarobar (Kolkata),Kolkata,6.51,23.74,83.04,39.41,152.9
12-03-2025 23:00,Rabindra Sarobar (Kolkata),Kolkata,5.8,9.26,57.46,47.99,138.6
13-03-2025 00:00,Rabindra Sarobar (Kolkata),Kolkata,5.95,18.01,59.99,50.09,202.1
13-03-2025 01:00,Rabindra Sarobar (Kolkata),Kolkata,5.15,11.23,35.24,20.57,124.2
13-03-2025 02:00,Rabindra Sarobar (Kolkata),Kolkata,4.57,18.85,21.77,23.79,93.6
13-03-2025 03:00,Rabindra Sarobar (Kolkata),Kolkata,5.94,24.12,61.13,58.86,149.9
13-03-2025 04:00,Rabindra Sarobar (Kolkata),Kolkata,6.84,17.03,65.71,40.89,146.5
13-03-2025 05:00,Rabindra Sarobar (Kolkata),Kolkata,7.31,27.22,37.85,33.62,175.7
13-03-2025 06:00,Rabindra Sarobar (Kolkata),Kolkata,9.06,16.08,60.03,37.1,175.0
13-03-2025 07:00,Rabindra Sarobar (Kolkata),Kolkata,11.8,31.53,106.72,70.97,278.1
13-03-2025 08:00,Rabindra Sarobar (Kolkata),Kolkata,11.3,35.29,64.81,61.96,277.0
13-03-2025 09:00,Rabindra Sarobar (Kolkata),Kolkata,8.11,22.67,82.87,46.37,214.4
13-03-2025 10:00,Rabindra Sarobar (Kolkata),Kolkata,6.28,22.5,39.17,45.2,160.3
13-03-2025 11:00,Rabindra Sarobar (Kolkata),Kolkata,8.49,18.28,58.92,46.05,187.8
13-03-2025 12:00,Rabindra Sarobar (Kolkata),Kolkata,6.94,23.12,64.16,32.77,179.8
13-03-2025 13:00,Rabindra Sarobar (Kolkata),Kolkata,4.62,22.72,43.12,23.28,145.5
13-03-2025 14:00,Rabindra Sarobar (Kolkata),Kolkata,6.62,24.58,49.24,41.04,125.3
13-03-2025 15:00,Rabindra Sarobar (Kolkata),Kolkata,5.87,20.35,57.34,25.03,143.9
13-03-2025 16:00,Rabindra Sarobar (Kolkata),Kolkata,3.95,19.46,42.91,46.61,162.6
13-03-2025 17:00,Rabindra Sarobar (Kolkata),Kolkata,5.71,4.38,63.64,27.7,130.9
